24,2,1,1.25,0.0208333333,0.2282948056,0.0389318748,0.6892922066,6.7828090876,6.0935168809
32,2,1,0.9375,0.015625,0.0996631285,0.0165620117,0.2907535738,6.7828090876,6.4920555137
48,2,1,0.625,0.0104166667,0.0307108024,0.0046496369,0.0810855431,6.7828090876,6.7017235445
64,2,1,0.46875,0.0078125,0.0136767416,0.0018293568,0.0318127113,6.7828090876,6.7509963763
96,2,1,0.3125,0.0052083333,0.0046934389,0.0004734566,0.0082134112,6.7828090876,6.7745956763
128,2,1,0.234375,0.00390625,0.0023208072,0.0001769081,0.003065802,6.7828090876,6.7797432855
16,3,1,1.875,0.0208333333,0.0204335492,0.0019789059,0.037072582,6.7828090876,6.7457365056
21,3,1,1.428571,0.0158730159,0.008193894,0.0005414336,0.0102286844,6.7828090876,6.7725804031
32,3,1,0.9375,0.0104166667,0.0022121797,6.78497112E-005,0.0013742066,6.7828090876,6.7814348809
43,3,1,0.697674,0.007751938,0.0009058051,1.49655798E-005,0.0003386591,6.7828090876,6.7824704284
64,3,1,0.46875,0.0052083333,0.0002719593,1.7388968E-006,5.31389302E-005,6.7828090876,6.7827559486
85,3,1,0.352941,0.0039215686,0.0001142718,3.172753E-007,1.46995065E-005,6.7828090876,6.782794388
12,4,1,2.5,0.0208333333,0.0037928229,8.84935731E-005,0.0019391777,6.7828090876,6.7808699099
16,4,1,1.875,0.015625,0.0011501658,1.07965141E-005,0.0002515196,6.7828090876,6.782557568
24,4,1,1.25,0.0104166667,0.0002147858,4.311707E-007,1.36874582E-005,6.7828090876,6.7827954001
32,4,1,0.9375,0.0078125,0.000065235,3.03477E-008,1.7251099E-006,6.7828090876,6.7828073624
48,4,1,0.625,0.0052083333,1.21632528E-005,2.4749E-009,9.38685E-008,6.7828090876,6.7828089937
64,4,1,0.46875,0.00390625,3.7013336E-006,6.798E-010,0.000000012,6.7828090876,6.7828090756
9,5,1,3.333333,0.0222222222,0.0011850505,0.000007849,0.0001684514,6.7828090876,6.7826406362
12,5,1,2.5,0.0166666667,0.0002933989,9.767448E-007,1.18377247E-005,6.7828090876,6.7827972498
20,5,1,1.5,0.01,2.46007874E-005,0.000000059,0.000000115,6.7828090876,6.7828092026
25,5,1,1.2,0.008,8.2928908E-006,1.83166E-008,7.15907E-008,6.7828090876,6.7828091591
39,5,1,0.769231,0.0051282051,9.336414E-007,1.7861E-009,0.000000009,6.7828090876,6.7828090965
51,5,1,0.588235,0.0039215686,0.000000246,4.195E-010,2.0755E-009,6.7828090876,6.7828090896
8,6,1,3.75,0.0208333333,0.0002288909,1.7832095E-006,2.0705726E-006,6.7828090876,6.782807017
11,6,1,2.727273,0.0151515152,3.26580969E-005,3.997287E-007,8.590935E-007,6.7828090876,6.7828099466
16,6,1,1.875,0.0104166667,3.2202291E-006,5.47857E-008,1.395244E-007,6.7828090876,6.7828092271
21,6,1,1.428571,0.0079365079,5.98659E-007,1.15069E-008,2.99122E-008,6.7828090876,6.7828091175
32,6,1,0.9375,0.0052083333,4.44799E-008,8.77E-010,2.3218E-009,6.7828090876,6.7828090899
43,6,1,0.697674,0.003875969,7.2303E-009,1.309E-010,3.56E-010,6.7828090876,6.7828090879
24,2,1,1.25,0.0208333333,0.0666857968,0.0078908026,0.0832303884,6.7828090876,6.6995786992
32,2,1,0.9375,0.015625,0.0319986869,0.0027980864,0.022587124,6.7828090876,6.7602219636
48,2,1,0.625,0.0104166667,0.0127653543,0.0005711275,0.002757736,6.7828090876,6.7800513516
64,2,1,0.46875,0.0078125,0.0070088036,0.0001749458,0.0005538022,6.7828090876,6.7822552853
96,2,1,0.3125,0.0052083333,0.0030856532,3.20755771E-005,0.000055413,6.7828090876,6.7827536746
128,2,1,0.234375,0.00390625,0.0017328444,9.5950783E-006,0.000011133,6.7828090876,6.7827979545
16,3,1,1.875,0.0208333333,0.0116834008,0.0004927368,0.0095994348,6.7828090876,6.7732096528
21,3,1,1.428571,0.0158730159,0.005220227,0.0001609312,0.0031014692,6.7828090876,6.7797076183
32,3,1,0.9375,0.0104166667,0.001542479,2.74036372E-005,0.0005551759,6.7828090876,6.7822539117
43,3,1,0.697674,0.007751938,0.0006656234,0.000007369,0.0001661392,6.7828090876,6.7826429484
64,3,1,0.46875,0.0052083333,0.0002153185,1.065932E-006,3.24751133E-005,6.7828090876,6.7827766124
85,3,1,0.352941,0.0039215686,0.000095054,2.181004E-007,1.00918193E-005,6.7828090876,6.7827989957
12,4,1,2.5,0.0208333333,0.0026961641,3.14123542E-005,0.000438142,6.7828090876,6.7823709456
16,4,1,1.875,0.015625,0.0008511504,4.2307256E-006,4.23143691E-005,6.7828090876,6.7827667732
24,4,1,1.25,0.0104166667,0.0001660551,2.225149E-007,1.0887473E-006,6.7828090876,6.7828079988
32,4,1,0.9375,0.0078125,0.000052085,2.87712E-008,0.00000005,6.7828090876,6.7828090376
48,4,1,0.625,0.0052083333,1.0202239E-005,1.7977E-009,2.4705E-009,6.7828090876,6.78280909
64,4,1,0.46875,0.00390625,3.2164964E-006,2.588E-010,6.907E-010,6.7828090876,6.7828090882
9,5,1,3.333333,0.0222222222,0.0008576663,1.2034122E-006,2.96242673E-005,6.7828090876,6.7827794633
12,5,1,2.5,0.0166666667,0.0002201593,5.170736E-007,0.000002948,6.7828090876,6.7828061396
20,5,1,1.5,0.01,2.03398113E-005,3.98636E-008,1.169286E-007,6.7828090876,6.7828092045
25,5,1,1.2,0.008,7.2393012E-006,1.23791E-008,6.0296E-008,6.7828090876,6.7828091478
39,5,1,0.769231,0.0051282051,8.991812E-007,1.4576E-009,8.188E-009,6.7828090876,6.7828090957
51,5,1,0.588235,0.0039215686,2.454252E-007,3.841E-010,0.000000002,6.7828090876,6.7828090896
8,6,1,3.75,0.0208333333,0.0001773525,1.9554359E-006,9.941338E-007,6.7828090876,6.7828100817
11,6,1,2.727273,0.0151515152,2.61347441E-005,4.203534E-007,8.955204E-007,6.7828090876,6.7828099831
16,6,1,1.875,0.0104166667,2.6317879E-006,0.000000056,1.335612E-007,6.7828090876,6.7828092211
21,6,1,1.428571,0.0079365079,4.995788E-007,1.16443E-008,2.88623E-008,6.7828090876,6.7828091164
32,6,1,0.9375,0.0052083333,3.86987E-008,8.81E-010,2.2792E-009,6.7828090876,6.7828090898
43,6,1,0.697674,0.003875969,6.4861E-009,1.312E-010,3.493E-010,6.7828090876,6.7828090879
24,2,1,1.25,0.0208333333,0.4855044124,0.0846620209,0.5932123953,6.7828090876,6.1895966922
32,2,1,0.9375,0.015625,0.2591529233,0.0446824223,0.4102409379,6.7828090876,6.3725681496
48,2,1,0.625,0.0104166667,0.0894245032,0.0146556379,0.1994954129,6.7828090876,6.5833136746
64,2,1,0.46875,0.0078125,0.0361852907,0.0055112418,0.0870249402,6.7828090876,6.6957841473
96,2,1,0.3125,0.0052083333,0.0093833922,0.0011843392,0.020100682,6.7828090876,6.7627084056
